user_id,age_group,education_level,employment_status,financial_knowledge_level,saving_habit,debt_experience,investment_experience,financial_behavior_level,financial_attitude_level,learning_goal,sex,risk,activity
U0221,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0222,18-24,posgrado,estudiante,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.85
U0223,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0224,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0225,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0226,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0227,18-24,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,mujer,0.725,0.8749999999999999
U0228,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U0229,18-24,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.55
U0230,25-34,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U0231,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0232,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0233,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0234,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0235,25-34,secundaria,desempleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.675
U0236,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0237,25-34,bachillerato,empleado,medio,ocasional,baja,básica,medio,alto,prepararse para invertir,hombre,0.825,0.55
U0238,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0239,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.8749999999999999
U0240,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0241,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.7749999999999999
U0242,18-24,secundaria,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0243,25-34,universidad,empleado,,ocasional,ninguna,básica,medio,,prepararse para invertir,hombre,0.725,0.55
U0244,25-34,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.75
U0245,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0246,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0247,18-24,posgrado,empleado,medio,ocasional,baja,ninguna,medio,alto,ahorrar,hombre,0.4,0.65
U0248,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,mujer,0.30000000000000004,0.55
U0249,18-24,universidad,estudiante,medio,ocasional,baja,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U0250,18-24,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0251,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0252,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.8749999999999999
U0253,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0254,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.8749999999999999
U0255,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0256,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.85
U0257,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,mujer,0.4,0.85
U0258,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0259,18-24,posgrado,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0260,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0261,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0262,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0263,25-34,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U0264,18-24,posgrado,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U0265,18-24,universidad,estudiante,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.85
U0266,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.7749999999999999
U0267,18-24,universidad,empleado,medio,frecuente,baja,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U0268,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0269,18-24,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.8749999999999999
U0270,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U0271,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.675
U0272,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0273,18-24,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U0274,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,mujer,0.30000000000000004,0.55
U0275,18-24,universidad,desempleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.775
U0276,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0277,18-24,posgrado,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0278,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0279,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0280,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0281,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0282,18-24,bachillerato,empleado,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0283,18-24,universidad,desempleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.775
U0284,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0285,18-24,universidad,estudiante,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,hombre,0.4,0.625
U0286,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0287,18-24,posgrado,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.775
U0288,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0289,18-24,bachillerato,empleado,medio,ocasional,baja,ninguna,medio,medio,presupuestar,hombre,0.325,0.65
U0290,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0291,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0292,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0293,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0294,18-24,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.8749999999999999
U0295,25-34,secundaria,empleado,medio,ocasional,baja,ninguna,medio,medio,planificar finanzas,hombre,0.325,0.55
U0296,25-34,posgrado,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0297,25-34,bachillerato,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0298,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0299,18-24,posgrado,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.65
U0300,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0301,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0302,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0303,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.8749999999999999
U0304,25-34,posgrado,empleado,medio,ocasional,baja,ninguna,medio,alto,planificar finanzas,hombre,0.4,0.55
U0305,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0306,18-24,posgrado,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0307,25-34,bachillerato,desempleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.675
U0308,18-24,universidad,estudiante,,frecuente,ninguna,ninguna,alto,,ahorrar,mujer,0.30000000000000004,0.85
U0309,25-34,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,mujer,0.4,0.7749999999999999
U0310,18-24,primaria,desempleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U0311,18-24,posgrado,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0312,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0313,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0314,18-24,universidad,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.65
U0315,25-34,bachillerato,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,mujer,0.725,0.7749999999999999
U0316,18-24,bachillerato,desempleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,mujer,0.325,0.775
U0317,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.8749999999999999
U0318,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
U0319,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0320,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0321,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0322,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0323,25-34,secundaria,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.55
U0324,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.8749999999999999
U0325,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.7749999999999999
U0326,18-24,bachillerato,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,mujer,0.325,0.85
U0327,18-24,universidad,empleado,bajo,frecuente,baja,ninguna,alto,bajo,presupuestar,mujer,0.25,0.8749999999999999
U0328,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0329,25-34,bachillerato,empleado,medio,frecuente,baja,básica,alto,medio,prepararse para invertir,hombre,0.75,0.7749999999999999
U0330,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0331,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0332,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0333,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0334,18-24,bachillerato,empleado,medio,ocasional,baja,ninguna,medio,alto,presupuestar,hombre,0.4,0.65
U0335,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0336,18-24,secundaria,estudiante,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,mujer,0.825,0.85
U0337,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0338,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0339,18-24,universidad,desempleado,medio,ocasional,baja,ninguna,medio,medio,planificar finanzas,hombre,0.325,0.55
U0340,25-34,universidad,empleado,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.7749999999999999
U0341,18-24,universidad,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,ahorrar,hombre,0.4,0.85
U0342,25-34,secundaria,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0343,25-34,bachillerato,empleado,alto,ocasional,ninguna,ninguna,medio,alto,ahorrar,mujer,0.4,0.55
U0344,25-34,universidad,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0345,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0346,25-34,universidad,empleado,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.7749999999999999
U0347,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,planificar finanzas,hombre,0.30000000000000004,0.7749999999999999
U0348,18-24,bachillerato,empleado,medio,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.8749999999999999
U0349,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0350,18-24,bachillerato,estudiante,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.625
U0351,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.55
U0352,18-24,bachillerato,desempleado,bajo,ocasional,media,ninguna,medio,medio,entender deuda,hombre,0.325,0.55
U0353,25-34,posgrado,desempleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.45
U0354,25-34,universidad,estudiante,bajo,ocasional,baja,ninguna,medio,bajo,presupuestar,hombre,0.25,0.525
U0355,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0356,25-34,universidad,empleado,medio,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.7749999999999999
U0357,18-24,secundaria,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,planificar finanzas,hombre,0.325,0.85
U0358,25-34,universidad,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,hombre,0.30000000000000004,0.7749999999999999
U0359,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0360,25-34,universidad,empleado,,ocasional,ninguna,ninguna,medio,,presupuestar,hombre,0.30000000000000004,0.55
U0361,18-24,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.8749999999999999
U0362,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,presupuestar,mujer,0.30000000000000004,0.7749999999999999
U0363,18-24,universidad,estudiante,medio,frecuente,ninguna,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0364,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.85
U0365,18-24,universidad,estudiante,medio,frecuente,baja,ninguna,alto,alto,planificar finanzas,hombre,0.4,0.85
U0366,18-24,bachillerato,estudiante,alto,frecuente,ninguna,ninguna,alto,alto,presupuestar,hombre,0.4,0.85
U0367,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.55
U0368,25-34,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,mujer,0.30000000000000004,0.55
U0369,25-34,bachillerato,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.45
U0370,18-24,universidad,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.8749999999999999
U0371,25-34,bachillerato,empleado,alto,frecuente,ninguna,básica,alto,alto,prepararse para invertir,hombre,0.825,0.7749999999999999
U0372,18-24,universidad,estudiante,medio,ocasional,baja,ninguna,medio,medio,ahorrar,hombre,0.325,0.625
U0373,18-24,universidad,estudiante,bajo,frecuente,media,ninguna,alto,bajo,entender deuda,hombre,0.25,0.85
U0374,25-34,secundaria,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0375,25-34,bachillerato,empleado,,frecuente,ninguna,ninguna,alto,,ahorrar,hombre,0.30000000000000004,0.7749999999999999
U0376,18-24,bachillerato,empleado,,ocasional,ninguna,ninguna,medio,,ahorrar,mujer,0.30000000000000004,0.65
U0377,18-24,bachillerato,estudiante,bajo,frecuente,media,ninguna,alto,medio,entender deuda,hombre,0.325,0.85
U0378,18-24,universidad,empleado,,ocasional,ninguna,ninguna,medio,,planificar finanzas,hombre,0.30000000000000004,0.65
U0379,25-34,posgrado,empleado,medio,frecuente,ninguna,ninguna,alto,alto,ahorrar,mujer,0.4,0.7749999999999999
U0380,25-34,primaria,empleado,,frecuente,ninguna,básica,alto,,prepararse para invertir,hombre,0.725,0.7749999999999999
U0381,18-24,bachillerato,estudiante,medio,frecuente,baja,ninguna,alto,medio,ahorrar,hombre,0.325,0.85
U0382,18-24,posgrado,estudiante,medio,ocasional,baja,ninguna,medio,medio,planificar finanzas,hombre,0.325,0.625
U0383,18-24,universidad,desempleado,,ocasional,ninguna,ninguna,medio,,ahorrar,hombre,0.30000000000000004,0.55
U0384,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,medio,presupuestar,hombre,0.325,0.7749999999999999
U0385,25-34,universidad,empleado,medio,frecuente,baja,ninguna,alto,alto,ahorrar,hombre,0.4,0.7749999999999999
