interaction_id,user_id,content_id,topic,affinity,completion,relevant,event,score,timestamp
I00310,U0026,C852,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I00311,U0026,C153,cuentas bancarias,1.0,0,0,viewed,0.1201,2025-03-04:00:00
I00312,U0026,C989,hipotecas,0.7,0,0,disliked,0.1392,2025-04-06:00:00
I00313,U0026,C949,fraude,0.7,1,1,quiz_passed,0.7773,2025-05-08:00:00
I00314,U0026,C880,credito,0.1,0,0,viewed,0.1224,2025-06-10:00:00
I00315,U0026,C456,tarjetas,0.2,1,0,quiz_passed,0.2889,2025-07-12:00:00
I00316,U0026,C640,interes,0.8,1,1,completed,0.8398,2025-08-14:00:00
I00317,U0026,C620,cuentas bancarias,1.0,0,0,disliked,0.1293,2025-09-16:00:00
I00318,U0026,C325,interes,0.8,1,1,completed,0.9103,2025-10-18:00:00
I00319,U0026,C275,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I00320,U0026,C895,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I00321,U0027,C323,planificacion,0.8,1,1,completed,0.8743,2025-01-00:00:00
I00322,U0027,C139,fraude,0.7,1,1,completed,0.7857,2025-02-02:00:00
I00323,U0027,C361,inflacion,0.3,0,0,viewed,0.0401,2025-03-04:00:00
I00324,U0027,C670,planificacion,0.8,1,1,completed,0.8368,2025-04-06:00:00
I00325,U0027,C444,planificacion,0.8,0,0,viewed,0.1256,2025-05-08:00:00
I00326,U0027,C799,fraude,0.7,0,0,viewed,0.1048,2025-06-10:00:00
I00327,U0027,C130,ahorro,0.7,1,1,completed,0.8308,2025-07-12:00:00
I00328,U0027,C769,interes,0.4,0,0,viewed,0.0503,2025-08-14:00:00
I00329,U0027,C688,planificacion,0.8,0,0,viewed,0.0834,2025-09-16:00:00
I00330,U0027,C145,interes,0.4,1,0,quiz_passed,0.4431,2025-10-18:00:00
I00331,U0027,C965,cuentas bancarias,0.3,1,0,quiz_passed,0.3174,2025-11-20:00:00
I00332,U0027,C425,interes,0.4,0,0,viewed,0.117,2025-12-22:00:00
I00333,U0028,C930,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I00334,U0028,C377,riesgo,0.1,1,0,quiz_passed,0.2131,2025-02-02:00:00
I00335,U0028,C830,fraude,0.7,0,0,viewed,0.0102,2025-03-04:00:00
I00336,U0028,C985,fraude,0.7,1,1,completed,0.8063,2025-04-06:00:00
I00337,U0028,C405,fraude,0.7,1,1,completed,0.7069,2025-05-08:00:00
I00338,U0028,C862,inversion,0.45,0,0,viewed,0.0669,2025-06-10:00:00
I00339,U0028,C132,fraude,0.7,1,1,completed,0.7037,2025-07-12:00:00
I00340,U0028,C669,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00341,U0028,C615,interes,0.8,1,1,quiz_passed,0.8703,2025-09-16:00:00
I00342,U0028,C986,interes,0.8,1,1,quiz_passed,0.8245,2025-10-18:00:00
I00343,U0028,C786,fraude,0.7,0,0,viewed,0.126,2025-11-20:00:00
I00344,U0028,C948,hipotecas,0.7,1,1,completed,0.741,2025-12-22:00:00
I00345,U0029,C402,ahorro,1.0,0,0,viewed,0.1097,2025-01-00:00:00
I00346,U0029,C552,ahorro,1.0,1,1,completed,1.0,2025-02-02:00:00
I00347,U0029,C626,fraude,0.7,0,0,viewed,0.1341,2025-03-04:00:00
I00348,U0029,C891,fraude,0.7,0,0,viewed,0.1302,2025-04-06:00:00
I00349,U0029,C683,interes,0.8,1,1,completed,0.871,2025-05-08:00:00
I00350,U0029,C619,diversificacion,0.05,1,0,quiz_passed,0.0637,2025-06-10:00:00
I00351,U0029,C486,hipotecas,0.7,0,0,viewed,0.1142,2025-07-12:00:00
I00352,U0029,C477,inflacion,0.3,0,0,viewed,0.1368,2025-08-14:00:00
I00353,U0029,C305,prestamos,0.1,0,0,viewed,0.0722,2025-09-16:00:00
I00354,U0029,C620,ahorro,1.0,1,1,completed,1.0,2025-10-18:00:00
I00355,U0029,C600,planificacion,0.8,1,1,quiz_passed,0.8096,2025-11-20:00:00
I00356,U0029,C816,fraude,0.7,1,1,completed,0.7466,2025-12-22:00:00
I00357,U0030,C437,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I00358,U0030,C400,planificacion,0.8,1,1,completed,0.8437,2025-02-02:00:00
I00359,U0030,C878,cuentas bancarias,1.0,1,1,completed,1.0,2025-03-04:00:00
I00360,U0030,C988,fraude,0.7,1,1,quiz_passed,0.7363,2025-04-06:00:00
I00361,U0030,C191,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I00362,U0030,C964,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I00363,U0030,C688,hipotecas,0.7,1,1,quiz_passed,0.7526,2025-07-12:00:00
I00364,U0030,C970,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00365,U0030,C205,ahorro,1.0,1,1,completed,1.0,2025-09-16:00:00
I00366,U0030,C734,inversion,0.45,1,0,quiz_passed,0.5455,2025-10-18:00:00
I00367,U0030,C515,cuentas bancarias,1.0,1,1,completed,1.0,2025-11-20:00:00
I00368,U0030,C959,fraude,0.7,1,1,completed,0.8421,2025-12-22:00:00
I00369,U0031,C106,cuentas bancarias,1.0,0,0,viewed,0.1222,2025-01-00:00:00
I00370,U0031,C121,hipotecas,0.7,1,1,quiz_passed,0.7896,2025-02-02:00:00
I00371,U0031,C973,interes,0.8,1,1,completed,0.879,2025-03-04:00:00
I00372,U0031,C623,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I00373,U0031,C666,ahorro,1.0,1,1,completed,1.0,2025-05-08:00:00
I00374,U0031,C408,inversion,0.45,1,0,completed,0.5808,2025-06-10:00:00
I00375,U0031,C822,inversion,0.45,0,0,viewed,0.0833,2025-07-12:00:00
I00376,U0031,C742,ahorro,1.0,1,1,completed,1.0,2025-08-14:00:00
I00377,U0031,C306,diversificacion,0.05,1,0,quiz_passed,0.0831,2025-09-16:00:00
I00378,U0031,C258,tarjetas,0.2,1,0,quiz_passed,0.3302,2025-10-18:00:00
I00379,U0031,C831,inversion,0.45,1,0,completed,0.5443,2025-11-20:00:00
I00380,U0031,C788,ahorro,1.0,1,1,completed,1.0,2025-12-22:00:00
I00381,U0032,C965,fraude,0.7,1,1,quiz_passed,0.7044,2025-01-00:00:00
I00382,U0032,C873,inflacion,0.3,1,0,completed,0.4351,2025-02-02:00:00
I00383,U0032,C736,hipotecas,0.7,1,1,completed,0.7426,2025-03-04:00:00
I00384,U0032,C836,inversion,0.45,1,0,completed,0.5447,2025-04-06:00:00
I00385,U0032,C698,hipotecas,0.7,1,1,completed,0.8364,2025-05-08:00:00
I00386,U0032,C392,ahorro,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I00387,U0032,C927,cuentas bancarias,1.0,0,0,viewed,0.0371,2025-07-12:00:00
I00388,U0032,C183,riesgo,0.1,1,0,quiz_passed,0.1869,2025-08-14:00:00
I00389,U0032,C127,hipotecas,0.7,1,1,quiz_passed,0.7587,2025-09-16:00:00
I00390,U0032,C523,planificacion,0.8,1,1,completed,0.8488,2025-10-18:00:00
I00391,U0032,C386,planificacion,0.8,1,1,quiz_passed,0.8356,2025-11-20:00:00
I00392,U0032,C704,fraude,0.7,1,1,quiz_passed,0.7255,2025-12-22:00:00
I00393,U0033,C375,inflacion,0.3,1,0,completed,0.3646,2025-01-00:00:00
I00394,U0033,C985,fraude,0.7,1,1,completed,0.7379,2025-02-02:00:00
I00395,U0033,C303,ahorro,0.7,1,1,quiz_passed,0.8105,2025-03-04:00:00
I00396,U0033,C255,ahorro,0.7,1,1,completed,0.8209,2025-04-06:00:00
I00397,U0033,C981,ahorro,0.7,0,0,viewed,0.081,2025-05-08:00:00
I00398,U0033,C381,fraude,0.7,0,0,viewed,0.0347,2025-06-10:00:00
I00399,U0033,C856,ahorro,0.7,1,1,quiz_passed,0.7678,2025-07-12:00:00
I00400,U0033,C111,interes,0.4,1,0,quiz_passed,0.4877,2025-08-14:00:00
I00401,U0033,C910,fraude,0.7,1,1,completed,0.8448,2025-09-16:00:00
I00402,U0033,C138,ahorro,0.7,1,1,quiz_passed,0.846,2025-10-18:00:00
I00403,U0033,C527,inflacion,0.3,1,0,quiz_passed,0.3733,2025-11-20:00:00
I00404,U0033,C407,ahorro,0.7,1,1,quiz_passed,0.7199,2025-12-22:00:00
I00405,U0034,C440,interes,0.8,1,1,quiz_passed,0.901,2025-01-00:00:00
I00406,U0034,C616,planificacion,0.8,1,1,completed,0.8666,2025-02-02:00:00
I00407,U0034,C218,riesgo,1.0,0,0,viewed,0.0992,2025-03-04:00:00
I00408,U0034,C244,hipotecas,0.7,0,0,viewed,0.0746,2025-04-06:00:00
I00409,U0034,C939,cuentas bancarias,1.0,0,0,disliked,0.1153,2025-05-08:00:00
I00410,U0034,C386,planificacion,0.8,0,0,disliked,0.0901,2025-06-10:00:00
I00411,U0034,C701,planificacion,0.8,1,1,quiz_passed,0.8977,2025-07-12:00:00
I00412,U0034,C674,tarjetas,0.2,1,0,quiz_passed,0.2907,2025-08-14:00:00
I00413,U0034,C684,interes,0.8,0,0,viewed,0.1306,2025-09-16:00:00
I00414,U0034,C709,inversion,1.0,1,1,quiz_passed,1.0,2025-10-18:00:00
I00415,U0034,C553,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I00416,U0034,C464,inversion,1.0,0,0,disliked,0.0476,2025-12-22:00:00
I00417,U0035,C700,ahorro,1.0,0,0,viewed,0.0817,2025-01-00:00:00
I00418,U0035,C242,ahorro,1.0,1,1,completed,1.0,2025-02-02:00:00
I00419,U0035,C404,fraude,0.7,0,0,viewed,0.0673,2025-03-04:00:00
I00420,U0035,C366,interes,0.8,1,1,quiz_passed,0.8022,2025-04-06:00:00
I00421,U0035,C876,cuentas bancarias,1.0,1,1,completed,1.0,2025-05-08:00:00
I00422,U0035,C553,fraude,0.7,1,1,completed,0.7779,2025-06-10:00:00
I00423,U0035,C232,interes,0.8,0,0,viewed,0.0163,2025-07-12:00:00
I00424,U0035,C882,riesgo,0.1,1,0,quiz_passed,0.18,2025-08-14:00:00
I00425,U0035,C463,fraude,0.7,1,1,quiz_passed,0.812,2025-09-16:00:00
I00426,U0035,C435,inflacion,0.3,0,0,viewed,0.0294,2025-10-18:00:00
I00427,U0035,C814,inflacion,0.3,0,0,disliked,0.0365,2025-11-20:00:00
I00428,U0035,C886,credito,0.1,1,0,quiz_passed,0.1719,2025-12-22:00:00
I00429,U0036,C663,hipotecas,0.7,1,1,quiz_passed,0.7385,2025-01-00:00:00
I00430,U0036,C747,deuda,0.1,0,0,disliked,0.0798,2025-02-02:00:00
I00431,U0036,C688,ahorro,1.0,1,1,completed,1.0,2025-03-04:00:00
I00432,U0036,C450,planificacion,0.8,1,1,quiz_passed,0.8272,2025-04-06:00:00
I00433,U0036,C411,ahorro,1.0,0,0,viewed,0.0277,2025-05-08:00:00
I00434,U0036,C183,ahorro,1.0,0,0,viewed,0.1377,2025-06-10:00:00
I00435,U0036,C475,deuda,0.1,0,0,viewed,0.0825,2025-07-12:00:00
I00436,U0036,C217,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00437,U0036,C882,inflacion,0.3,1,0,quiz_passed,0.4191,2025-09-16:00:00
I00438,U0036,C683,planificacion,0.8,1,1,quiz_passed,0.926,2025-10-18:00:00
I00439,U0036,C679,hipotecas,0.7,0,0,viewed,0.0383,2025-11-20:00:00
I00440,U0036,C301,tarjetas,0.2,1,0,completed,0.2636,2025-12-22:00:00
I00441,U0037,C538,prestamos,0.1,0,0,viewed,0.0225,2025-01-00:00:00
I00442,U0037,C325,fraude,0.7,1,1,quiz_passed,0.8105,2025-02-02:00:00
I00443,U0037,C904,interes,0.8,1,1,quiz_passed,0.8268,2025-03-04:00:00
I00444,U0037,C749,ahorro,1.0,1,1,completed,1.0,2025-04-06:00:00
I00445,U0037,C869,planificacion,0.8,1,1,completed,0.8088,2025-05-08:00:00
I00446,U0037,C653,interes,0.8,1,1,quiz_passed,0.9014,2025-06-10:00:00
I00447,U0037,C379,interes,0.8,1,1,completed,0.9039,2025-07-12:00:00
I00448,U0037,C653,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00449,U0037,C840,cuentas bancarias,1.0,0,0,viewed,0.0397,2025-09-16:00:00
I00450,U0037,C990,planificacion,0.8,0,0,viewed,0.0485,2025-10-18:00:00
I00451,U0037,C927,planificacion,0.8,1,1,completed,0.8664,2025-11-20:00:00
I00452,U0037,C248,interes,0.8,1,1,completed,0.8351,2025-12-22:00:00
I00453,U0038,C911,credito,0.1,1,0,quiz_passed,0.202,2025-01-00:00:00
I00454,U0038,C826,hipotecas,0.7,1,1,quiz_passed,0.8004,2025-02-02:00:00
I00455,U0038,C570,interes,0.8,1,1,quiz_passed,0.9493,2025-03-04:00:00
I00456,U0038,C647,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I00457,U0038,C410,planificacion,0.8,0,0,viewed,0.1132,2025-05-08:00:00
I00458,U0038,C111,planificacion,0.8,1,1,quiz_passed,0.8676,2025-06-10:00:00
I00459,U0038,C755,hipotecas,0.7,1,1,completed,0.8193,2025-07-12:00:00
I00460,U0038,C729,interes,0.8,1,1,quiz_passed,0.9461,2025-08-14:00:00
I00461,U0038,C732,tarjetas,0.2,0,0,disliked,0.081,2025-09-16:00:00
I00462,U0038,C555,fraude,0.7,1,1,quiz_passed,0.7386,2025-10-18:00:00
I00463,U0038,C649,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I00464,U0038,C762,interes,0.8,1,1,quiz_passed,0.8176,2025-12-22:00:00
I00465,U0039,C860,tarjetas,0.2,1,0,quiz_passed,0.2131,2025-01-00:00:00
I00466,U0039,C506,ahorro,0.7,1,1,quiz_passed,0.7595,2025-02-02:00:00
I00467,U0039,C505,hipotecas,0.1,0,0,disliked,0.0243,2025-03-04:00:00
I00468,U0039,C589,planificacion,0.8,1,1,completed,0.9277,2025-04-06:00:00
I00469,U0039,C528,planificacion,0.8,1,1,quiz_passed,0.881,2025-05-08:00:00
I00470,U0039,C233,prestamos,0.1,1,0,completed,0.2302,2025-06-10:00:00
I00471,U0039,C498,ahorro,0.7,1,1,quiz_passed,0.8228,2025-07-12:00:00
I00472,U0039,C565,cuentas bancarias,0.3,1,0,quiz_passed,0.4042,2025-08-14:00:00
I00473,U0039,C892,ahorro,0.7,0,0,viewed,0.1399,2025-09-16:00:00
I00474,U0039,C932,ahorro,0.7,1,1,quiz_passed,0.791,2025-10-18:00:00
I00475,U0039,C998,inflacion,0.3,0,0,viewed,0.0262,2025-11-20:00:00
I00476,U0039,C581,planificacion,0.8,0,0,viewed,0.0999,2025-12-22:00:00
I00477,U0040,C679,hipotecas,0.7,1,1,quiz_passed,0.7203,2025-01-00:00:00
I00478,U0040,C191,planificacion,0.8,1,1,completed,0.8183,2025-02-02:00:00
I00479,U0040,C927,inversion,0.45,1,0,quiz_passed,0.5159,2025-03-04:00:00
I00480,U0040,C229,ahorro,1.0,0,0,viewed,0.0027,2025-04-06:00:00
I00481,U0040,C566,planificacion,0.8,1,1,quiz_passed,0.8092,2025-05-08:00:00
I00482,U0040,C789,hipotecas,0.7,1,1,quiz_passed,0.7727,2025-06-10:00:00
I00483,U0040,C182,hipotecas,0.7,1,1,completed,0.8476,2025-07-12:00:00
I00484,U0040,C593,hipotecas,0.7,1,1,quiz_passed,0.8174,2025-08-14:00:00
I00485,U0040,C359,planificacion,0.8,1,1,completed,0.8093,2025-09-16:00:00
I00486,U0040,C479,fraude,0.7,1,1,quiz_passed,0.7349,2025-10-18:00:00
I00487,U0040,C330,tarjetas,0.2,1,0,completed,0.2791,2025-11-20:00:00
I00488,U0040,C867,fraude,0.7,0,0,viewed,0.0607,2025-12-22:00:00
I00489,U0041,C625,riesgo,0.1,1,0,quiz_passed,0.1621,2025-01-00:00:00
I00490,U0041,C282,ahorro,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I00491,U0041,C690,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I00492,U0041,C164,inflacion,0.3,0,0,viewed,0.0285,2025-04-06:00:00
I00493,U0041,C792,interes,0.8,1,1,completed,0.8944,2025-05-08:00:00
I00494,U0041,C596,ahorro,1.0,0,0,disliked,0.0732,2025-06-10:00:00
I00495,U0041,C282,planificacion,0.8,1,1,quiz_passed,0.9267,2025-07-12:00:00
I00496,U0041,C723,inflacion,0.3,1,0,quiz_passed,0.4297,2025-08-14:00:00
I00497,U0041,C535,interes,0.8,0,0,viewed,0.0564,2025-09-16:00:00
I00498,U0041,C724,interes,0.8,0,0,viewed,0.1434,2025-10-18:00:00
I00499,U0041,C228,credito,0.1,0,0,viewed,0.0473,2025-11-20:00:00
I00500,U0041,C341,inversion,0.45,0,0,viewed,0.0419,2025-12-22:00:00
I00501,U0042,C814,fraude,0.7,1,1,completed,0.7692,2025-01-00:00:00
I00502,U0042,C178,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I00503,U0042,C680,diversificacion,1.0,0,0,viewed,0.1324,2025-03-04:00:00
I00504,U0042,C944,ahorro,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I00505,U0042,C534,interes,0.8,1,1,completed,0.8989,2025-05-08:00:00
I00506,U0042,C376,hipotecas,0.7,1,1,quiz_passed,0.8435,2025-06-10:00:00
I00507,U0042,C535,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I00508,U0042,C590,credito,0.1,0,0,viewed,0.0278,2025-08-14:00:00
I00509,U0042,C619,interes,0.8,1,1,quiz_passed,0.9246,2025-09-16:00:00
I00510,U0042,C319,hipotecas,0.7,1,1,quiz_passed,0.7123,2025-10-18:00:00
I00511,U0042,C428,diversificacion,1.0,0,0,viewed,0.0342,2025-11-20:00:00
I00512,U0042,C481,diversificacion,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I00513,U0043,C218,interes,0.8,1,1,quiz_passed,0.944,2025-01-00:00:00
I00514,U0043,C751,fraude,0.7,1,1,completed,0.8198,2025-02-02:00:00
I00515,U0043,C259,fraude,0.7,1,1,quiz_passed,0.7729,2025-03-04:00:00
I00516,U0043,C622,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I00517,U0043,C764,tarjetas,0.2,1,0,quiz_passed,0.2898,2025-05-08:00:00
I00518,U0043,C725,interes,0.8,1,1,quiz_passed,0.8583,2025-06-10:00:00
I00519,U0043,C387,deuda,0.1,0,0,viewed,0.0182,2025-07-12:00:00
I00520,U0043,C221,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00521,U0043,C332,cuentas bancarias,1.0,0,0,disliked,0.127,2025-09-16:00:00
I00522,U0043,C737,deuda,0.1,0,0,viewed,0.0332,2025-10-18:00:00
I00523,U0043,C335,inflacion,0.3,0,0,viewed,0.1165,2025-11-20:00:00
I00524,U0043,C444,planificacion,0.8,1,1,quiz_passed,0.913,2025-12-22:00:00
I00525,U0044,C640,ahorro,1.0,0,0,viewed,0.0247,2025-01-00:00:00
I00526,U0044,C562,fraude,0.7,1,1,quiz_passed,0.8448,2025-02-02:00:00
I00527,U0044,C782,ahorro,1.0,1,1,completed,1.0,2025-03-04:00:00
I00528,U0044,C729,fraude,0.7,0,0,viewed,0.0918,2025-04-06:00:00
I00529,U0044,C466,inversion,0.45,1,0,completed,0.581,2025-05-08:00:00
I00530,U0044,C285,cuentas bancarias,1.0,0,0,viewed,0.0241,2025-06-10:00:00
I00531,U0044,C548,planificacion,0.8,1,1,quiz_passed,0.909,2025-07-12:00:00
I00532,U0044,C965,inflacion,0.3,1,0,quiz_passed,0.432,2025-08-14:00:00
I00533,U0044,C330,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-09-16:00:00
I00534,U0044,C492,planificacion,0.8,1,1,completed,0.8563,2025-10-18:00:00
I00535,U0044,C665,hipotecas,0.7,1,1,quiz_passed,0.8141,2025-11-20:00:00
I00536,U0044,C536,fraude,0.7,0,0,viewed,0.1124,2025-12-22:00:00
I00537,U0045,C169,ahorro,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I00538,U0045,C480,cuentas bancarias,1.0,0,0,disliked,0.0552,2025-02-02:00:00
I00539,U0045,C253,hipotecas,0.7,1,1,completed,0.7326,2025-03-04:00:00
I00540,U0045,C504,hipotecas,0.7,1,1,quiz_passed,0.8043,2025-04-06:00:00
I00541,U0045,C119,ahorro,1.0,1,1,quiz_passed,1.0,2025-05-08:00:00
I00542,U0045,C614,cuentas bancarias,1.0,1,1,completed,1.0,2025-06-10:00:00
I00543,U0045,C987,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I00544,U0045,C258,hipotecas,0.7,1,1,completed,0.8207,2025-08-14:00:00
I00545,U0045,C310,fraude,0.7,1,1,quiz_passed,0.7955,2025-09-16:00:00
I00546,U0045,C216,inversion,0.45,1,0,quiz_passed,0.5677,2025-10-18:00:00
I00547,U0045,C839,hipotecas,0.7,0,0,viewed,0.066,2025-11-20:00:00
I00548,U0045,C930,planificacion,0.8,1,1,completed,0.8354,2025-12-22:00:00
I00549,U0046,C924,inversion,1.0,1,1,quiz_passed,1.0,2025-01-00:00:00
I00550,U0046,C359,diversificacion,1.0,0,0,viewed,0.0632,2025-02-02:00:00
I00551,U0046,C658,inversion,1.0,1,1,quiz_passed,1.0,2025-03-04:00:00
I00552,U0046,C499,ahorro,1.0,0,0,viewed,0.0858,2025-04-06:00:00
I00553,U0046,C870,hipotecas,0.7,1,1,quiz_passed,0.8469,2025-05-08:00:00
I00554,U0046,C809,riesgo,1.0,1,1,quiz_passed,1.0,2025-06-10:00:00
I00555,U0046,C525,ahorro,1.0,1,1,quiz_passed,1.0,2025-07-12:00:00
I00556,U0046,C931,diversificacion,1.0,0,0,viewed,0.0565,2025-08-14:00:00
I00557,U0046,C360,ahorro,1.0,1,1,completed,1.0,2025-09-16:00:00
I00558,U0046,C394,hipotecas,0.7,0,0,viewed,0.0075,2025-10-18:00:00
I00559,U0046,C937,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I00560,U0046,C668,fraude,0.7,1,1,quiz_passed,0.7197,2025-12-22:00:00
I00561,U0047,C507,hipotecas,0.7,0,0,viewed,0.1435,2025-01-00:00:00
I00562,U0047,C262,planificacion,0.8,1,1,quiz_passed,0.8393,2025-02-02:00:00
I00563,U0047,C499,inversion,0.45,1,0,completed,0.5962,2025-03-04:00:00
I00564,U0047,C655,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-04-06:00:00
I00565,U0047,C949,interes,0.8,1,1,completed,0.807,2025-05-08:00:00
I00566,U0047,C618,cuentas bancarias,1.0,0,0,viewed,0.0799,2025-06-10:00:00
I00567,U0047,C302,planificacion,0.8,1,1,quiz_passed,0.9099,2025-07-12:00:00
I00568,U0047,C525,ahorro,1.0,0,0,viewed,0.1405,2025-08-14:00:00
I00569,U0047,C264,inversion,0.45,0,0,viewed,0.0937,2025-09-16:00:00
I00570,U0047,C829,cuentas bancarias,1.0,0,0,viewed,0.0981,2025-10-18:00:00
I00571,U0047,C952,tarjetas,0.2,1,0,quiz_passed,0.2463,2025-11-20:00:00
I00572,U0047,C277,fraude,0.7,1,1,quiz_passed,0.7171,2025-12-22:00:00
I00573,U0048,C697,fraude,0.7,0,0,viewed,0.0133,2025-01-00:00:00
I00574,U0048,C453,inflacion,0.3,0,0,viewed,0.0172,2025-02-02:00:00
I00575,U0048,C276,prestamos,0.1,1,0,quiz_passed,0.2188,2025-03-04:00:00
I00576,U0048,C676,interes,0.8,1,1,quiz_passed,0.8687,2025-04-06:00:00
I00577,U0048,C156,hipotecas,0.7,1,1,quiz_passed,0.7996,2025-05-08:00:00
I00578,U0048,C736,interes,0.8,1,1,quiz_passed,0.8618,2025-06-10:00:00
I00579,U0048,C393,interes,0.8,0,0,viewed,0.118,2025-07-12:00:00
I00580,U0048,C930,inflacion,0.3,0,0,viewed,0.0078,2025-08-14:00:00
I00581,U0048,C253,hipotecas,0.7,1,1,quiz_passed,0.8308,2025-09-16:00:00
I00582,U0048,C475,riesgo,0.1,1,0,completed,0.1779,2025-10-18:00:00
I00583,U0048,C881,hipotecas,0.7,1,1,completed,0.7242,2025-11-20:00:00
I00584,U0048,C125,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-12-22:00:00
I00585,U0049,C998,hipotecas,0.7,1,1,quiz_passed,0.7141,2025-01-00:00:00
I00586,U0049,C873,hipotecas,0.7,0,0,viewed,0.0747,2025-02-02:00:00
I00587,U0049,C526,planificacion,0.8,1,1,quiz_passed,0.8596,2025-03-04:00:00
I00588,U0049,C685,cuentas bancarias,1.0,1,1,completed,1.0,2025-04-06:00:00
I00589,U0049,C584,inversion,0.45,1,0,quiz_passed,0.5636,2025-05-08:00:00
I00590,U0049,C337,ahorro,1.0,1,1,completed,1.0,2025-06-10:00:00
I00591,U0049,C367,tarjetas,0.2,0,0,viewed,0.1044,2025-07-12:00:00
I00592,U0049,C382,prestamos,0.1,1,0,completed,0.1545,2025-08-14:00:00
I00593,U0049,C228,deuda,0.1,1,0,completed,0.1211,2025-09-16:00:00
I00594,U0049,C787,planificacion,0.8,1,1,quiz_passed,0.9099,2025-10-18:00:00
I00595,U0049,C857,cuentas bancarias,1.0,1,1,quiz_passed,1.0,2025-11-20:00:00
I00596,U0049,C986,tarjetas,0.2,0,0,viewed,0.111,2025-12-22:00:00
I00597,U0050,C632,riesgo,1.0,0,0,viewed,0.1476,2025-01-00:00:00
I00598,U0050,C605,inversion,1.0,1,1,quiz_passed,1.0,2025-02-02:00:00
I00599,U0050,C636,planificacion,0.8,1,1,quiz_passed,0.8019,2025-03-04:00:00
I00600,U0050,C765,planificacion,0.8,1,1,quiz_passed,0.9234,2025-04-06:00:00
I00601,U0050,C576,riesgo,1.0,1,1,completed,1.0,2025-05-08:00:00
I00602,U0050,C671,riesgo,1.0,1,1,completed,1.0,2025-06-10:00:00
I00603,U0050,C975,interes,0.8,1,1,quiz_passed,0.9232,2025-07-12:00:00
I00604,U0050,C687,interes,0.8,1,1,quiz_passed,0.9229,2025-08-14:00:00
I00605,U0050,C859,hipotecas,0.7,1,1,quiz_passed,0.8068,2025-09-16:00:00
I00606,U0050,C645,inversion,1.0,1,1,completed,1.0,2025-10-18:00:00
I00607,U0050,C378,hipotecas,0.7,1,1,quiz_passed,0.8123,2025-11-20:00:00
I00608,U0050,C750,fraude,0.7,1,1,quiz_passed,0.8262,2025-12-22:00:00
I00609,U0051,C992,fraude,0.7,0,0,viewed,0.0047,2025-01-00:00:00
I00610,U0051,C255,planificacion,0.8,1,1,quiz_passed,0.9029,2025-02-02:00:00
I00611,U0051,C100,hipotecas,0.7,1,1,quiz_passed,0.7983,2025-03-04:00:00
I00612,U0051,C615,ahorro,1.0,0,0,viewed,0.0964,2025-04-06:00:00
I00613,U0051,C632,cuentas bancarias,1.0,0,0,viewed,0.0541,2025-05-08:00:00
I00614,U0051,C753,inflacion,0.3,1,0,quiz_passed,0.398,2025-06-10:00:00
I00615,U0051,C863,planificacion,0.8,0,0,viewed,0.1211,2025-07-12:00:00
I00616,U0051,C350,ahorro,1.0,1,1,quiz_passed,1.0,2025-08-14:00:00
I00617,U0051,C657,fraude,0.7,1,1,quiz_passed,0.7585,2025-09-16:00:00
I00618,U0051,C646,interes,0.8,1,1,completed,0.882,2025-10-18:00:00
I00619,U0051,C980,interes,0.8,1,1,completed,0.8719,2025-11-20:00:00
